GID,short_description
gid://shopify/Product/15449082528068,"[""100 % gryna ir natūrali baltoji diatominė žemė"", ""Tinka naudoti tiek viduje, tiek lauke"", ""Veikia mechaniškai, nenaudojant kenksmingų cheminių medžiagų"", ""Padeda išvengti nepageidaujamos vabzdžių daromos žalos"", ""Pagerina dirvožemio struktūrą bei aprūpina mikroelementais ir maistinėmis medžiagomis"", ""Prisideda prie kenksmingų bakterijų ir patogenų mažinimo"", ""Saugus žmonėms, gyvūnams ir aplinkai, neturi kenksmingų ar toksiškų medžiagų"", ""Lengvas ir efektyvus naudojimas"", ""Universalus produktas, siūlantis natūralią alternatyvą cheminiams pesticidams.""]"
gid://shopify/Product/15449082560836,"[""100 % gryna ir natūrali baltoji diatominė žemė"", ""Tinka naudoti tiek viduje, tiek lauke"", ""Veikia mechaniškai, nenaudojant kenksmingų cheminių medžiagų"", ""Padeda išvengti nepageidaujamos vabzdžių daromos žalos"", ""Pagerina dirvožemio struktūrą bei aprūpina mikroelementais ir maistinėmis medžiagomis"", ""Prisideda prie kenksmingų bakterijų ir patogenų mažinimo"", ""Saugus žmonėms, gyvūnams ir aplinkai, neturi kenksmingų ar toksiškų medžiagų"", ""Lengvas ir efektyvus naudojimas"", ""Universalus produktas, siūlantis natūralią alternatyvą cheminiams pesticidams.""]"
gid://shopify/Product/15449082593604,"[""Lengvai pasisavinamos ir greitai veikiančios 100 % organinės trąšos"", ""NPK 4-3-3, natūraliai turtingos azotu, fosfatu ir kaliu"", ""Turtingos mineralais, mikroelementais, magniu, kalciu, huminėmis ir fulvo rūgštimis"", ""Gerina dirvožemio struktūrą ir derlingumą"", ""Pagamintos iš 100 % gryno vištų mėšlo iš Olandijos ir Vokietijos ūkių"", ""Be patogenų; nėra nepageidaujamų grybų ar bakterijų"", ""Pastovus maistinių medžiagų tiekimas dėl lėtai tirpstančių granulių (>120 dienų)"", ""Minimalus mineralinių medžiagų išplovimas dėl didelio organinio azoto kiekio"", ""Sudėtyje yra visų svarbių maistinių medžiagų ir apie 65 % organinių medžiagų"", ""Gerai tirpstančios ir nedulkančios granulės su puikiu paskleidimo modeliu"", ""Tobulos universalios trąšos ir dirvožemio aktyvatorius"", ""Užtikrina sveikus, stiprius augalus ir didesnį derlių""]"
gid://shopify/Product/15449082757444,"[""100 % gryna ir natūrali baltoji diatominė žemė"", ""Tinka naudoti tiek viduje, tiek lauke"", ""Veikia mechaniškai, nenaudojant kenksmingų cheminių medžiagų"", ""Padeda išvengti nepageidaujamos vabzdžių daromos žalos"", ""Pagerina dirvožemio struktūrą bei aprūpina mikroelementais ir maistinėmis medžiagomis"", ""Prisideda prie kenksmingų bakterijų ir patogenų mažinimo"", ""Saugus žmonėms, gyvūnams ir aplinkai, neturi kenksmingų ar toksiškų medžiagų"", ""Lengvas ir efektyvus naudojimas"", ""Universalus produktas, siūlantis natūralią alternatyvą cheminiams pesticidams.""]"
gid://shopify/Product/15449083412804,"[""Apima visas esmines daržovių veisles virtuvės sodui"", ""Mėgaukitės šviežiomis ir gardžiomis daržovėmis tiesiai iš savo sodo"", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų derlių"", ""Lengvai auginamos daržovės, tinkamos net pradedantiesiems sodininkams"", ""Gausus derlius garantuotas – didelis sėklų kiekis iš 15 esminių daržovių rūšių"", ""Tik Non-GMO (ne genetiškai modifikuotos) sėklos"", ""Sėklos be cheminių apdorojimų"", ""Ruoškite gardžius ir sveikus patiekalus su kruopščiai atrinktomis daržovių veislėmis"", ""Patirkite pasitenkinimą, augindami savo daržoves"", ""Aukščiausios kokybės veislės, registruotos Nyderlanduose""]"
gid://shopify/Product/15449083609412,"[""100 % gryna ir natūrali baltoji diatominė žemė"", ""Tinka naudoti tiek viduje, tiek lauke"", ""Veikia mechaniškai, nenaudojant kenksmingų cheminių medžiagų"", ""Padeda išvengti nepageidaujamos vabzdžių daromos žalos"", ""Pagerina dirvožemio struktūrą bei aprūpina mikroelementais ir maistinėmis medžiagomis"", ""Prisideda prie kenksmingų bakterijų ir patogenų mažinimo"", ""Saugus žmonėms, gyvūnams ir aplinkai, neturi kenksmingų ar toksiškų medžiagų"", ""Lengvas ir efektyvus naudojimas"", ""Universalus produktas, siūlantis natūralią alternatyvą cheminiams pesticidams.""]"
gid://shopify/Product/15449083642180,"[""100 % gryna ir natūrali baltoji diatominė žemė"", ""Tinka naudoti tiek viduje, tiek lauke"", ""Veikia mechaniškai, nenaudojant kenksmingų cheminių medžiagų"", ""Padeda išvengti nepageidaujamos vabzdžių daromos žalos"", ""Pagerina dirvožemio struktūrą bei aprūpina mikroelementais ir maistinėmis medžiagomis"", ""Prisideda prie kenksmingų bakterijų ir patogenų mažinimo"", ""Saugus žmonėms, gyvūnams ir aplinkai, neturi kenksmingų ar toksiškų medžiagų"", ""Lengvas ir efektyvus naudojimas"", ""Universalus produktas, siūlantis natūralią alternatyvą cheminiams pesticidams.""]"
gid://shopify/Product/15449083674948,"[""Eksperimentuokite su įvairiais skoniais ir deriniais."", ""Mėgaukitės šviežiomis ir gardžiomis žolelėmis, užaugintomis savo sode."", ""Kruopščiai atrinkta 22 kulinarinių žolelių kolekcija."", ""Suteikite savo mėgstamiems patiekalams skonio ir aromato su mūsų žolelėmis."", ""Auginkite sode arba vazonuose, tiek viduje, tiek lauke."", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų derlių."", ""Lengvai auginamos žolelės, tinkančios net pradedantiesiems sodininkams."", ""Gausus derlius garantuotas dėl didelio sėklų kiekio iš 22 kulinarinių žolelių."", ""Tik Non-GMO sėklos, be cheminių apdorojimų."", ""Pagerinkite patiekalus neprilygstamu skoniu su šia aukščiausios kokybės žolelių kolekcija."", ""Patirkite pasitenkinimą, augindami žoleles patys."", ""Aukščiausios kokybės veislės, registruotos Nyderlanduose."", ""Atraskite retesnes ir mažiau žinomas žoleles, tokias kaip meškiniai česnakai, peletrūnai ir izopai, ir mėgaukitės naujais kulinariniais atradimais."", ""Pajuskite šviežių ir unikalių žolelių kulinarinį universalumą.""]"
gid://shopify/Product/15449084166468,"[""13 unikalių senovinių ir hibridinių pomidorų veislių kolekcija"", ""Kiekviena pomidorų rūšis pasižymi išskirtiniu skoniu, dydžiu, forma, spalva ir augimo būdu"", ""Tinkama auginti soduose ir šiltnamiuose, tiek viduje, tiek lauke"", ""Atraskite pomidorų įvairovę ir eksperimentuokite su skirtingomis rūšimis"", ""Mėgaukitės šviežiais pomidorais iš savo sodo ar šiltnamio visus metus"", ""Pomidorų sėklos tinka tiek pradedantiesiems, tiek patyrusiems sodininkams"", ""Aukščiausios kokybės pomidorai iš kruopščiai patikrintų sėklų, užtikrinančių optimalų daigumą ir derlių"", ""Aukštos kokybės veislės, registruotos Nyderlanduose"", ""Tik Non-GMO (ne genetiškai modifikuotos) sėklos"", ""Sėklos be cheminių apdorojimų"", ""Idealiai tinka naminių pomidorų ir makaronų padažų gamybai"", ""Atraskite mažus, bet skoniu stiprius vyšninio tipo pomidorus, puikiai tinkančius salotoms ir patiekalams"", ""Mėgaukitės klasikiniais jautienos pomidorais džiovinimui saulėje ar užkandžiams su vyšniniais pomidorais"", ""Pasirinkite tobulą pomidorą tyrėms, sriuboms, padažams ar salotoms gaminti""]"
gid://shopify/Product/15449084494148,"[""Išskirtinis sėklų rinkinys su 14 įvairių aitriųjų pipirų ir paprikų veislių"", ""Kiekviena veislė pasižymi unikaliu skoniu, dydžiu ir augimo būdu"", ""Apima svarbiausias veisles, tokias kaip Cayenne Long Slim, Spanish Long Red ir Jalapeño M"", ""Atraskite plačią skonių paletę – nuo saldžių ir švelnių iki aštrių ir pikantiškų"", ""Puikiai tinka gardžioms salsoms, padažams ir kitiems patiekalams gaminti"", ""Paprikos ir saldūs pipirai suteikia spalvų ir skonio salotoms bei garnyrams"", ""Non-GMO sėklos (ne genetiškai modifikuotos) užtikrina saugų ir sveiką auginimą"", ""Sėklos be cheminių apdorojimų, patikrintos dėl optimalaus daigumo ir derliaus"", ""Tinka tiek patyrusiems, tiek pradedantiesiems sodininkams"", ""Eksperimentuokite su įvairių rūšių pipirais ir paprikomis savo sode ar šiltnamyje"", ""Kruopščiai atrinktos veislės užtikrina maksimalų skonį ir įvairovę"", ""Mėgaukitės skonių įvairove – nuo saldžių ir švelnių iki aštrių ir pikantiškų""]"
gid://shopify/Product/15449084625220,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449085215044,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449086787908,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449087934788,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449089114436,"[""Apima visas kulinarinių daržovių veisles virtuvės sodui"", ""Mėgaukitės šviežiomis ir gardžiomis daržovėmis tiesiai iš savo sodo"", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų derlių"", ""Lengvai auginamos daržovės, tinkamos net pradedantiesiems sodininkams"", ""Gausus derlius garantuotas – didelis sėklų kiekis iš 25 kulinarinių daržovių veislių"", ""Tik Non-GMO (ne genetiškai modifikuotos) sėklos"", ""Sėklos be cheminių apdorojimų"", ""Ruoškite gardžius ir sveikus patiekalus su kruopščiai atrinktomis daržovių veislėmis"", ""Patirkite pasitenkinimą, augindami savo daržoves"", ""Aukštos kokybės veislės, registruotos Olandijoje""]"
gid://shopify/Product/15449089179972,"[""Mėgaukitės šviežiomis ir gardžiomis žolelėmis, užaugintomis savo rankomis"", ""Kruopščiai atrinkta 12 esminių prieskoninių augalų kolekcija"", ""Tinka auginti sode, vazonuose, tiek viduje, tiek lauke"", ""Universalios žolelės kiekvienam patiekalui: šalavijas, kalendra, laiškinis česnakas, krapai, rozmarinas, bazilikas ir kt."", ""Ramunėlės ir citrininė melisa – maloniai arbatai ir ramiam nakties miegui"", ""Pipirmėtė kokteiliams ir rozmarinas su keptomis bulvėmis – papildomam skoniui suteikti"", ""Sėklos patikrintos dėl daigumo, užtikrinant maksimalų derlių"", ""Lengvai auginamos žolelės, net ir pradedantiesiems sodininkams"", ""Gausus derlius garantuotas – didelis sėklų kiekis iš 12 esminių augalų"", ""Sudėtyje tik Non-GMO (ne genetiškai modifikuotos) sėklos"", ""Sėklos be cheminių apdorojimų"", ""Pagerinkite patiekalus optimaliu skoniu iš aukštos kokybės žolelių"", ""Patirkite pasitenkinimą, augindami žoleles patys"", ""Aukščiausios kokybės olandiškai registruotų veislių rinkinys""]"
gid://shopify/Product/15449089507652,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449091309892,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449092096324,"[""Aukštos kokybės universalios trąšos visapusiškam naudojimui"", ""Stiprina augalų ir dirvožemio atsparumą"", ""Aplinkai draugiškos, pasižymi ypač mažu CO2 pėdsaku"", ""100 % grynas ir dezinfekuotas vabzdžių mėšlas"", ""Skatina naudingų mikroorganizmų veiklą"", ""Pagaminta iš olandiškų juodųjų kareivių musės lervų fraso"", ""Be virusų, mikrobų, piktžolių ir kenksmingų bakterijų"", ""Natūraliai turtingos būtinų maistinių medžiagų"", ""Nuolatinis maistinių medžiagų išsiskyrimas dėl lėto tirpimo granulių (> 100 dienų)"", ""Gerina dirvožemio struktūrą ir stimuliuoja dirvožemio gyvybę"", ""Subalansuotas NPK santykis 3-3-3, turtingos chitino"", ""Sveiki augalai tampa mažiau jautrūs ligoms ir kenkėjams""]"
gid://shopify/Product/15449093898564,"[""Profesionalus vejos viršutinio sluoksnio mišinys vešlioms ir atsparioms vejoms"", ""Aktyviųjų mikroorganizmų, lavos miltelių, karvių mėšlo ir sliekų humuso mišinys"", ""Natūralus dirvožemio kondicionierius ir aktyvatorius"", ""Skatina maistinių medžiagų prieinamumą ir pasisavinimą žolei"", ""Sveikame ir atspariame dirvožemyje gausu naudingos dirvožemio gyvybės"", ""Palengvina simbiozinį santykį tarp žolės, grybų ir bakterijų"", ""Stiprina žolės atsparumą ir augimą"", ""Mikroorganizmai skaido augalines medžiagas ir užkerta kelią veltinio susidarymui"", ""Universalus pritaikymas – tinka vejoms, sporto aikštelėms, golfo aikštynams, parkams ir pakraščiams"", ""Sudėtyje yra milijardai aktyviųjų mikroorganizmų, užtikrinančių sveiką dirvožemio ekosistemą""]"
gid://shopify/Product/15449094095172,"[""Viršutinio sluoksnio gerinimas ir dirvos struktūros tobulinimas: Maitina, skatina dirvos mikroorganizmų veiklą ir gerina struktūrą."", ""Pilnas maistinių medžiagų šaltinis: Visas spektras mineralų ir mikroelementų."", ""Mikroorganizmų gausa: Turtingas naudingų bakterijų ir grybų gyvybingai dirvai."", ""Šaknų augimo stimuliavimas: Skatina stiprius augalus, geresnį vandens ir maistinių medžiagų įsisavinimą."", ""Optimalus maistinių medžiagų įsisavinimas: Užtikrina efektyvesnį maistinių medžiagų pasisavinimą."", ""Atsparumas ligoms: Didina augalų atsparumą ligoms ir grybeliams."", ""Sveikesni vaisiai: Maistingesni vaisiai dėl pagerinto maistinių medžiagų įsisavinimo."", ""Fermentų gausa: Kiekviename grame yra 2 milijardai fermentų, kurie gerina maistinių medžiagų pasisavinimą."", ""Tvarumas: Sumažina cheminių trąšų poreikį."", ""Augimo pagreitinimas: Greitesnis daigumas, lengvesnis persodinimas ir ankstyvesnis derlius.""]"
gid://shopify/Product/15449094160708,"[""Profesionalus vejos viršutinio sluoksnio mišinys vešlioms ir atsparioms vejoms"", ""Aktyviųjų mikroorganizmų, lavos miltelių, karvių mėšlo ir sliekų humuso mišinys"", ""Natūralus dirvožemio kondicionierius ir aktyvatorius"", ""Skatina maistinių medžiagų prieinamumą ir pasisavinimą žolei"", ""Sveikame ir atspariame dirvožemyje gausu naudingos dirvožemio gyvybės"", ""Palengvina simbiozinį santykį tarp žolės, grybų ir bakterijų"", ""Stiprina žolės atsparumą ir augimą"", ""Mikroorganizmai skaido augalines medžiagas ir užkerta kelią veltinio susidarymui"", ""Universalus pritaikymas – tinka vejoms, sporto aikštelėms, golfo aikštynams, parkams ir pakraščiams"", ""Sudėtyje yra milijardai aktyviųjų mikroorganizmų, užtikrinančių sveiką dirvožemio ekosistemą""]"
gid://shopify/Product/15449094193476,"[""Viršutinio sluoksnio gerinimas ir dirvos struktūros tobulinimas: Maitina, skatina dirvos mikroorganizmų veiklą ir gerina struktūrą."", ""Pilnas maistinių medžiagų šaltinis: Visas spektras mineralų ir mikroelementų."", ""Mikroorganizmų gausa: Turtingas naudingų bakterijų ir grybų gyvybingai dirvai."", ""Šaknų augimo stimuliavimas: Skatina stiprius augalus, geresnį vandens ir maistinių medžiagų įsisavinimą."", ""Optimalus maistinių medžiagų įsisavinimas: Užtikrina efektyvesnį maistinių medžiagų pasisavinimą."", ""Atsparumas ligoms: Didina augalų atsparumą ligoms ir grybeliams."", ""Sveikesni vaisiai: Maistingesni vaisiai dėl pagerinto maistinių medžiagų įsisavinimo."", ""Fermentų gausa: Kiekviename grame yra 2 milijardai fermentų, kurie gerina maistinių medžiagų pasisavinimą."", ""Tvarumas: Sumažina cheminių trąšų poreikį."", ""Augimo pagreitinimas: Greitesnis daigumas, lengvesnis persodinimas ir ankstyvesnis derlius.""]"
gid://shopify/Product/15449094783300,"[""Profesionalus vejos viršutinio sluoksnio mišinys vešlioms ir atsparioms vejoms"", ""Aktyviųjų mikroorganizmų, lavos miltelių, karvių mėšlo ir sliekų humuso mišinys"", ""Natūralus dirvožemio kondicionierius ir aktyvatorius"", ""Skatina maistinių medžiagų prieinamumą ir pasisavinimą žolei"", ""Sveikame ir atspariame dirvožemyje gausu naudingos dirvožemio gyvybės"", ""Palengvina simbiozinį santykį tarp žolės, grybų ir bakterijų"", ""Stiprina žolės atsparumą ir augimą"", ""Mikroorganizmai skaido augalines medžiagas ir užkerta kelią veltinio susidarymui"", ""Universalus pritaikymas – tinka vejoms, sporto aikštelėms, golfo aikštynams, parkams ir pakraščiams"", ""Sudėtyje yra milijardai aktyviųjų mikroorganizmų, užtikrinančių sveiką dirvožemio ekosistemą""]"
gid://shopify/Product/15449094816068,"[""Tik ekologiškai sertifikuotos Skal (NL014725) sėklos"", ""Auginama nenaudojant cheminių pesticidų ar trąšų"", ""Apima visas būtinas ekologiškas daržovių rūšis daržui"", ""Mėgaukitės šviežiomis ir skaniomis ekologiškomis daržovėmis tiesiai iš savo daržo"", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų derlių"", ""Lengvai auginamos daržovės, tinkamos pradedantiesiems sodininkams"", ""Gausus derlius garantuotas dėl didelio kiekio sėklų iš 19 būtinųjų daržovių rūšių"", ""Tik Non-GMO (ne genetiškai modifikuotos) sėklos"", ""Sėklos be cheminių apdorojimų"", ""Paruoškite gardžius ir sveikus patiekalus iš kruopščiai atrinktų daržovių rūšių"", ""Patirkite pasitenkinimą, augindami savo daržoves"", ""Aukštos kokybės ekologiškai registruotų veislių kolekcija Nyderlanduose""]"
gid://shopify/Product/15449095962948,"[""Praturtinkite kiekvieną patiekalą šviežiais, gardžiais mikrožalumynais iš savo užaugintų derlių"", ""Kruopščiai atrinkta 12 unikalių mikrožalumynų (Babyleaf & Microleaf) kolekcija"", ""Tinka auginti sode ar vazonuose, tiek viduje, tiek lauke"", ""Skonių ir tekstūrų įvairovė: citrininis bazilikas, agurklė, garstyčios „Red Frills“ ir daugiau"", ""Speciali atranka arbatos mėgėjams: ramunėlės ir citrininė melisa"", ""Gurmaniškas akcentas su išskirtinėmis veislėmis, tokiomis kaip ridikėlis „Daikon Red“ ir japoniškos daržovės Tatsoi"", ""Sėklos kruopščiai patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų ir sveiką derlių"", ""Lengvai auginami, tinkami tiek pradedantiesiems, tiek patyrusiems sodininkams"", ""Gausus derlius garantuotas dėl didelio sėklų kiekio iš 12 esminių mikrožalumynų"", ""Tik Non-GMO: ne genetiškai modifikuotos sėklos"", ""Gryna gamta: sėklos be cheminių apdorojimų"", ""Kurkite kulinarinius šedevrus su šia aukščiausios kokybės mikrožalumynų kolekcija"", ""Patirkite džiaugsmą ir pasitenkinimą, augindami savo supermaistą"", ""Išskirtinė mikrožalumynų kolekcija, registruota Nyderlanduose""]"
gid://shopify/Product/15449096585540,"[""Atraskite aukštos kokybės sėklų pasirinkimą įvairiam vaisių derliui."", ""Mūsų sėklos kruopščiai išbandytos dėl kokybės ir daigumo, siekiant optimalių rezultatų."", ""Universalus 13 vaisių veislių rinkinys, tinkantis skirtingiems sezonams ir skoniams."", ""Mėgaukitės gardžiais, namuose užaugintais vaisiais iš savo sodo."", ""Pajuskite saldų ir sultingą „Wild Strawberry - Yellow Cream“ skonį, puikiai tinkantį desertams ir užkandžiams."", ""Auginkite gaivinantį melioną „Eyes“, puikiai tinkantį vasaros dienoms."", ""Tinka tiek pradedantiesiems, tiek patyrusiems sodininkams, nes vaisių rūšys lengvai auginamos."", ""Kiekvienai iš 13 vaisių veislių gausite dosnų sėklų kiekį, užtikrinantį gausų derlių."", ""Visos mūsų sėklos yra Non-GMO, tai reiškia, kad jos nėra genetiškai modifikuotos ir neturi kenksmingų cheminių priedų."", ""Paruoškite gardžius ir sveikus patiekalus su kruopščiai atrinktomis vaisių veislėmis iš mūsų rinkinio."", ""Pajuskite pasitenkinimą augindami skanius vaisius savo sode.""]"
gid://shopify/Product/15449096618308,"[""Viršutinio sluoksnio gerinimas ir dirvos struktūros tobulinimas: Maitina, skatina dirvos mikroorganizmų veiklą ir gerina struktūrą."", ""Pilnas maistinių medžiagų šaltinis: Visas spektras mineralų ir mikroelementų."", ""Mikroorganizmų gausa: Turtingas naudingų bakterijų ir grybų gyvybingai dirvai."", ""Šaknų augimo stimuliavimas: Skatina stiprius augalus, geresnį vandens ir maistinių medžiagų įsisavinimą."", ""Optimalus maistinių medžiagų įsisavinimas: Užtikrina efektyvesnį maistinių medžiagų pasisavinimą."", ""Atsparumas ligoms: Didina augalų atsparumą ligoms ir grybeliams."", ""Sveikesni vaisiai: Maistingesni vaisiai dėl pagerinto maistinių medžiagų įsisavinimo."", ""Fermentų gausa: Kiekviename grame yra 2 milijardai fermentų, kurie gerina maistinių medžiagų pasisavinimą."", ""Tvarumas: Sumažina cheminių trąšų poreikį."", ""Augimo pagreitinimas: Greitesnis daigumas, lengvesnis persodinimas ir ankstyvesnis derlius.""]"
gid://shopify/Product/15449096683844,"[""Įvairios saulėgrąžų veislės spalvingam sodui"", ""Tinka visiems sodininkams – nuo pradedančiųjų iki ekspertų"", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant maksimalų žydėjimą"", ""Sudėtyje tik Non-GMO sėklos, be cheminių apdorojimų"", ""Praturtina sodą įvairių aukščių ir spalvų saulėgrąžomis"", ""Sėklas lengva auginti ir prižiūrėti"", ""Puikus pasirinkimas ryškiam sodui ar lysvėms sukurti"", ""Prisideda prie bioįvairovės, pritraukdamos bites ir drugelius"", ""Ideali dovana sodininkystės entuziastams ir gamtos mylėtojams"", ""Pakuotėje pateikiamos praktiškos instrukcijos kiekvienai veislei""]"
gid://shopify/Product/15449097142596,"[""Spalvingos ir valgomos gėlės praturtina tiek jūsų sodą, tiek patiekalus."", ""Agurklė ir medetkos suteikia unikalų skonį salotoms ir sriuboms."", ""Našlaitės „Trimardeau“ puikiai tinka desertams ir gėrimams papuošti."", ""Lengvai auginamos, tinka net pradedantiesiems sodininkams."", ""Non-GMO ir be cheminių apdorojimų – saugios kulinariniam naudojimui."", ""Pridedamos išsamios sodinimo ir priežiūros instrukcijos."", ""Atrinktos veislės idealiai tinka Nyderlandų klimatui."", ""Pritraukia bites ir drugelius, skatina bioįvairovę."", ""Tinka auginti tiek atvirame grunte, tiek vazonuose."", ""Puikus pasirinkimas kūrybingiems virėjams ir sodininkystės entuziastams.""]"
gid://shopify/Product/15449097404740,"[""Įvairus skintų gėlių pasirinkimas spalvingoms puokštėms kurti"", ""Tinka visų lygių sodininkams – nuo pradedančiųjų iki ekspertų"", ""Sudėtyje yra Cosmos Cosmea Sea Stars žaismingoms spalvų kompozicijoms ir Zinnia veislių tekstūrai puokštėse suteikti"", ""Sėklos patikrintos dėl kokybės ir daigumo, užtikrinant optimalų žydėjimą"", ""Summer Flowers Blue Shades ir Stunning Pastel mišiniai suteikia platų spalvų spektrą"", ""Sunlit Days saulėgrąžos ir Royal Family pelėžirniai – klasikinio grožio puokštėms"", ""Rustic ir Elegant džiovintos gėlės, puikiai tinkančios ilgalaikėms džiovintoms puokštėms"", ""Sudėtyje tik Non-GMO sėklos, be cheminių apdorojimų"", ""Idealiai tinka tiek šviežių, tiek džiovintų gėlių kompozicijoms kurti"", ""Kiekviena rūšis siūlo unikalių spalvų ir tekstūrų puokštėms"", ""Prisideda prie bioįvairovės, pritraukdamos bites ir drugelius"", ""Puiki dovana sodininkystės ir gėlių kompozicijų entuziastams"", ""Pakuotėje pateikiamos išsamios kiekvienos gėlių rūšies auginimo instrukcijos""]"
