GID,short_description
gid://shopify/Product/15449080201540,"[""Fornisce alle piante da stagno nutrimento durante tutto l'anno"", ""Concimazione completa con nutrienti e microbiologia"", ""Previene la sovra e sottofertilizzazione"", ""Piante da stagno sane prevengono la crescita di alghe nell'acqua"", ""Piante da stagno resilienti sono meno suscettibili a malattie e parassiti"", ""Le piante da stagno sono essenziali per una alta qualità dell'acqua"", ""Le palline nutritive affondano direttamente alle radici delle piante"", ""Le palline nutritive EM sono adatte a tutti i tipi di piante da stagno"", ""Fertilizzare le piante da stagno non è mai stato così facile"", ""Garantisce uno stagno bello e sano durante tutto l'anno""]"
gid://shopify/Product/15449080267076,"[""Fertilizzante organico 100% altamente assorbibile e ad azione rapida"", ""NPK 4-3-3, naturalmente ricco di azoto, fosfato e potassa"", ""Ricco di minerali e oligoelementi, magnesio, calcio, acidi umici e fulvici"", ""Migliora la struttura del suolo e la fertilità del suolo"", ""Prodotto da letame di pollo 100% puro proveniente da fattorie olandesi e tedesche"", ""Privo di patogeni; nessun patogeno, funghi o batteri indesiderati"", ""Flusso costante di nutrienti grazie al pellet a rilascio lento > 120 giorni"", ""Dilavamento minimo degli elementi minerali grazie all'alto contenuto organico di azoto legato"", ""Contiene tutti i nutrienti importanti e circa il 65% di sostanza organica"", ""Granuli ben solubili e senza polvere con eccellente schema di distribuzione"", ""Perfetto fertilizzante universale e attivatore del suolo"", ""Garantisce piante sane e forti e raccolti aumentati""]"
gid://shopify/Product/15449080430916,"[""Fornisce alle piante da stagno nutrimento durante tutto l'anno"", ""Concimazione completa con nutrienti e microbiologia"", ""Previene la sovra e sottofertilizzazione"", ""Piante da stagno sane prevengono la crescita di alghe nell'acqua"", ""Piante da stagno resilienti sono meno suscettibili a malattie e parassiti"", ""Le piante da stagno sono essenziali per una alta qualità dell'acqua"", ""Le palline nutritive affondano direttamente alle radici delle piante"", ""Le palline nutritive EM sono adatte a tutti i tipi di piante da stagno"", ""Fertilizzare le piante da stagno non è mai stato così facile"", ""Garantisce uno stagno bello e sano durante tutto l'anno""]"
gid://shopify/Product/15449080856900,"[""100% puro Lithothamnium Calcareum (alga rossa)"", ""Assorbimento rapido e elevato di calcio e magnesio disponibili per le piante"", ""Azione doppia: correzione del pH e fonte di elementi nutritivi"", ""Struttura molto fine adatta per applicazioni atomizzate, inclusa per la Processionaria del Bosso"", ""I nutrienti rimangono disponibili, anche a pH del suolo elevato >8"", ""Stimola la crescita tramite calcio e magnesio assorbibili dalle piante"", ""Unica struttura a nido d'ape con un'area reattiva molto ampia"", ""Prodotto naturale vegetale sostenibile proveniente dall'Oceano Atlantico"", ""Adatto per interni ed esterni, substrato e terriccio"", ""Corregge molto efficacemente e rapidamente il pH del suolo"", ""Aumenta i rendimenti e la qualità"", ""Fornitura indiretta di energia tramite fotosintesi ottimale e fertilità del suolo"", ""Carbonato di calcio reattivo molto elevato per un'azione rapida"", ""Effetto rinforzante per le piante per una resistenza sana.""]"
gid://shopify/Product/15449081020740,"[""Granulato privo di polvere altamente adatto per una vasta diffusione"", ""100% puro Lithothamnium calcareum (alga rossa)"", ""Assorbimento rapido e elevato di calcio e magnesio disponibili per le piante"", ""Azione doppia: correzione del pH e fonte di nutrienti essenziali"", ""I nutrienti rimangono disponibili, anche a pH del suolo elevato >8"", ""Stimola la crescita attraverso calcio e magnesio assorbibili dalle piante"", ""Unica struttura a nido d'ape con una superficie reattiva significativamente ampia"", ""Prodotto naturale vegetale sostenibile proveniente dall'Oceano Atlantico"", ""Approvato per la coltivazione biologica e utilizzabile tutto l'anno"", ""Correzione del pH del suolo altamente efficace e rapida"", ""Essenziale per la nutrizione delle piante, fertilizzazione, rinforzo, stimolazione, aumento dei rendimenti e della qualità"", ""Fornitura indiretta di energia attraverso una fotosintesi ottimale e la fertilità del suolo"", ""Carbonato di calcio altamente reattivo per un'azione rapida""]"
gid://shopify/Product/15449082528068,"[""Terra di diatomee bianca 100% pura e naturale"", ""Adatta sia per uso interno che esterno"", ""Funziona su base meccanica senza l'uso di sostanze chimiche nocive"", ""Aiuta a prevenire danni indesiderati da insetti"", ""Migliora la struttura del suolo così come gli elementi traccia e i nutrienti"", ""Contribuisce alla riduzione di batteri e patogeni nocivi"", ""Sicura per umani, animali e l'ambiente, e non contiene sostanze chimiche nocive o tossiche"", ""Facile ed efficiente da usare"", ""Un prodotto versatile che offre un'alternativa naturale ai pesticidi chimici.""]"
gid://shopify/Product/15449082560836,"[""Terra di diatomee bianca 100% pura e naturale"", ""Adatta sia per uso interno che esterno"", ""Funziona su base meccanica senza l'uso di sostanze chimiche nocive"", ""Aiuta a prevenire danni indesiderati da insetti"", ""Migliora la struttura del suolo così come gli elementi traccia e i nutrienti"", ""Contribuisce alla riduzione di batteri e patogeni nocivi"", ""Sicura per umani, animali e l'ambiente, e non contiene sostanze chimiche nocive o tossiche"", ""Facile ed efficiente da usare"", ""Un prodotto versatile che offre un'alternativa naturale ai pesticidi chimici.""]"
gid://shopify/Product/15449082593604,"[""Fertilizzante organico 100% altamente assorbibile e ad azione rapida"", ""NPK 4-3-3, naturalmente ricco di azoto, fosfato e potassa"", ""Ricco di minerali e oligoelementi, magnesio, calcio, acidi umici e fulvici"", ""Migliora la struttura del suolo e la fertilità del suolo"", ""Prodotto da letame di pollo 100% puro proveniente da fattorie olandesi e tedesche"", ""Privo di patogeni; nessun patogeno, funghi o batteri indesiderati"", ""Flusso costante di nutrienti grazie al pellet a rilascio lento > 120 giorni"", ""Dilavamento minimo degli elementi minerali grazie all'alto contenuto organico di azoto legato"", ""Contiene tutti i nutrienti importanti e circa il 65% di sostanza organica"", ""Granuli ben solubili e senza polvere con eccellente schema di distribuzione"", ""Perfetto fertilizzante universale e attivatore del suolo"", ""Garantisce piante sane e forti e raccolti aumentati""]"
gid://shopify/Product/15449082757444,"[""Terra di diatomee bianca 100% pura e naturale"", ""Adatta sia per uso interno che esterno"", ""Funziona su base meccanica senza l'uso di sostanze chimiche nocive"", ""Aiuta a prevenire danni indesiderati da insetti"", ""Migliora la struttura del suolo così come gli elementi traccia e i nutrienti"", ""Contribuisce alla riduzione di batteri e patogeni nocivi"", ""Sicura per umani, animali e l'ambiente, e non contiene sostanze chimiche nocive o tossiche"", ""Facile ed efficiente da usare"", ""Un prodotto versatile che offre un'alternativa naturale ai pesticidi chimici.""]"
gid://shopify/Product/15449083412804,"[""Contiene tutte le varietà di verdure essenziali per l'orto da cucina"", ""Gusta verdure fresche e saporite direttamente dal tuo giardino"", ""Semi testati per qualità e germinazione per garantire il massimo rendimento"", ""Verdure facili da coltivare, anche per i giardinieri principianti"", ""Un raccolto abbondante è assicurato con un grande numero di semi di 15 tipi essenziali di verdure"", ""Contiene solo semi Non OGM (semi non geneticamente modificati)"", ""Semi liberi da trattamenti chimici"", ""Prepara pasti deliziosi e salutari con le nostre varietà di verdure meticolosamente selezionate"", ""Sperimenta la soddisfazione di coltivare le tue verdure"", ""Una selezione di prima classe di varietà registrate nei Paesi Bassi.""]"
gid://shopify/Product/15449083609412,"[""Terra di diatomee bianca 100% pura e naturale"", ""Adatta sia per uso interno che esterno"", ""Funziona su base meccanica senza l'uso di sostanze chimiche nocive"", ""Aiuta a prevenire danni indesiderati da insetti"", ""Migliora la struttura del suolo così come gli elementi traccia e i nutrienti"", ""Contribuisce alla riduzione di batteri e patogeni nocivi"", ""Sicura per umani, animali e l'ambiente, e non contiene sostanze chimiche nocive o tossiche"", ""Facile ed efficiente da usare"", ""Un prodotto versatile che offre un'alternativa naturale ai pesticidi chimici.""]"
gid://shopify/Product/15449083642180,"[""Terra di diatomee bianca 100% pura e naturale"", ""Adatta sia per uso interno che esterno"", ""Funziona su base meccanica senza l'uso di sostanze chimiche nocive"", ""Aiuta a prevenire danni indesiderati da insetti"", ""Migliora la struttura del suolo così come gli elementi traccia e i nutrienti"", ""Contribuisce alla riduzione di batteri e patogeni nocivi"", ""Sicura per umani, animali e l'ambiente, e non contiene sostanze chimiche nocive o tossiche"", ""Facile ed efficiente da usare"", ""Un prodotto versatile che offre un'alternativa naturale ai pesticidi chimici.""]"
gid://shopify/Product/15449083674948,"[""Sperimenta con vari sapori e combinazioni."", ""Gusta erbe fresche e saporite coltivate da te."", ""Una collezione attentamente curata di 22 erbe culinarie."", ""Aggiungi sapore e aroma ai tuoi piatti preferiti con le nostre erbe."", ""Possono essere coltivate in giardino o in vasi, sia all'interno che all'esterno."", ""I semi sono testati per la qualità e la germinazione per garantire un rendimento massimo."", ""Erbe facilmente coltivabili, anche per i giardinieri principianti."", ""Un raccolto abbondante è garantito con un vasto numero di semi di 22 erbe culinarie."", ""Contiene solo semi non OGM e privi di trattamenti chimici."", ""Eleva i piatti con un'esperienza di gusto suprema da questa vasta selezione di erbe premium."", ""Sperimenta la soddisfazione di coltivare le tue erbe."", ""Una selezione premium di varietà registrate nei Paesi Bassi."", ""Scopri erbe rare e meno conosciute come Levistico (pianta Maggi), Dragoncello e Issopo per nuove delizie culinarie."", ""Assapora la versatilità culinaria di queste erbe fresche e uniche.""]"
gid://shopify/Product/15449084166468,"[""Una collezione di 13 varietà uniche di pomodori antichi e ibridi"", ""Ogni tipo di pomodoro offre un gusto distintivo, dimensione, forma, colore e schema di crescita"", ""Adatto alla coltivazione in giardini e serre, sia al chiuso che all'aperto"", ""Esplora la diversità dei pomodori e sperimenta con vari tipi"", ""Goditi i pomodori freschi dal tuo giardino o serra tutto l'anno"", ""Semi di pomodoro adatti sia a novizi che a giardinieri esperti"", ""Pomodori di qualità superiore, garantiti da semi testati per una germinazione e resa ottimali"", ""Un'assortimento premium di varietà registrate nei Paesi Bassi"", ""Contiene solo semi Non OGM (non geneticamente modificati)"", ""I semi sono liberi da trattamenti chimici"", ""La selezione perfetta per creare salse di pomodoro e pasta fatte in casa"", ""Scopri i piccoli ma potenti pomodorini come aggiunta unica alle tue insalate e piatti"", ""Delizia te stesso con i classici pomodori cuore di bue per leccornie essiccate al sole o spizzica pomodorini"", ""Scegli il pomodoro perfetto per purè, zuppe, salse e insalate""]"
gid://shopify/Product/15449084494148,"[""Pacchetto di semi esclusivo con 14 tipi variati di peperoncini e paprika"", ""Ogni varietà offre il proprio gusto unico, dimensione e modo di crescita"", ""Include tipi essenziali di peperoncini e paprika come Cayenne Long Slim, Spanish Long Red e Jalapeño M"", ""Esplora un'ampia gamma di sapori, da dolci e delicati a caldi e piccanti"", ""Perfetto per creare deliziose salse, sughi e altri piatti"", ""Paprika e peperoncini dolci per creare insalate e contorni colorati e pieni di sapore"", ""Semi non OGM (non geneticamente modificati) per una coltivazione sicura e sana"", ""Semi liberi da sostanze chimiche e testati per una germinazione e resa ottimali"", ""Ideale sia per giardinieri esperti che principianti"", ""Sperimenta con diversi tipi di peperoncini e paprika nel tuo giardino o serra"", ""Varietà accuratamente selezionate per massimizzare diversità e sapore"", ""Scopri un'ampia gamma di sapori, da dolci e delicati a caldi e piccanti""]"
gid://shopify/Product/15449084625220,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449085215044,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449086787908,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449087934788,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449089114436,"[""Contiene tutte le varietà di verdure culinarie per l'orto da cucina"", ""Gusta verdure fresche e saporite direttamente dal tuo giardino"", ""I semi sono stati testati per la qualità della germinazione per garantire il massimo rendimento"", ""Verdure facili da coltivare, anche per i giardinieri principianti"", ""Un raccolto abbondante è garantito con un grande numero di semi di 25 varietà di verdure culinarie"", ""Contiene solo semi Non OGM"", ""I semi sono liberi da trattamenti chimici"", ""Prepara pasti deliziosi e salutari con le nostre varietà di verdure attentamente selezionate"", ""Sperimenta la soddisfazione di coltivare le tue verdure"", ""Selezione premium dai Paesi Bassi""]"
gid://shopify/Product/15449089179972,"[""Goditi erbe fresche e gustose dalla tua coltivazione"", ""Una collezione attentamente curata di 12 erbe essenziali"", ""Possono essere coltivate in giardino o in vasi, sia all'interno che all'esterno"", ""Erbe versatili per ogni piatto: salvia, coriandolo, erba cipollina, aneto, rosmarino, basilico e altro"", ""Camomilla e melissa per deliziosi tè e calmanti bevande serali"", ""Menta verde nei cocktail e rosmarino con patate arrosto per un sapore aggiunto"", ""Semi testati per la qualità della germinazione per garantire il massimo rendimento"", ""Erbe facili da coltivare, anche per giardinieri principianti"", ""Un raccolto abbondante garantito con una grande quantità di semi di 12 erbe essenziali"", ""Contiene solo semi Non OGM (semi non geneticamente modificati)"", ""Semi liberi da trattamenti chimici"", ""Migliora i piatti con il sapore ottimale da questa selezione di erbe di alta qualità"", ""Sperimenta la soddisfazione di coltivare le erbe da solo"", ""Una selezione premium di varietà registrate nei Paesi Bassi""]"
gid://shopify/Product/15449089507652,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449091309892,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449092096324,"[""Concime di alta qualità tutto-in-uno per uso universale"", ""Migliora la resilienza di piante e suolo"", ""Ecologico con un'impronta di CO2 significativamente bassa"", ""100% puro e igienizzato frass di insetto"", ""Promuove l'attività di microorganismi benefici"", ""Prodotto dal frass delle larve della mosca soldato nera olandese"", ""Privi di virus, germi, erbacce e batteri dannosi"", ""Naturalmente ricco di nutrienti essenziali"", ""Rilascio costante di nutrienti grazie a granuli a lento rilascio (> 100 giorni)"", ""Migliora la struttura del suolo e stimola la vita del suolo"", ""Rapporto NPK bilanciato di 3-3-3 e ricco di chitina"", ""Per piante sane meno suscettibili a malattie e parassiti""]"
gid://shopify/Product/15449093898564,"[""Topdressing professionale per un prato lussureggiante e resistente"", ""Miscela di microorganismi attivi, farina di lava, letame di vacca e humus di lombrico"", ""Condizionatore naturale del suolo e attivatore del suolo"", ""Promuove la disponibilità e l'assorbimento dei nutrienti da parte dell'erba"", ""Un suolo sano e resiliente è ricco di vita microbica benefica"", ""Facilita la relazione simbiotica tra erba, funghi e batteri"", ""Migliora la resilienza e la crescita dell'erba"", ""I microorganismi convertono il materiale vegetale e prevengono la formazione di feltro"", ""Applicazione versatile - adatto per prati, campi sportivi, campi da golf, parchi e bordure"", ""Contiene miliardi di microorganismi attivi per un ecosistema del suolo sano""]"
gid://shopify/Product/15449094095172,"[""Miglioratore del Suolo & Concime: Per nutrire, stimolare la vita del suolo e migliorare la struttura del suolo."", ""Fonte Nutrizionale Completa: Spettro completo di minerali e oligoelementi."", ""Ricco di Microbi: Contiene batteri benefici e funghi per un suolo vivo."", ""Stimola la Crescita delle Radici: Promuove piante forti con migliore assorbimento di acqua e nutrienti."", ""Assorbimento Ottimale dei Nutrienti: Assicura che le piante possano assorbire i nutrienti in modo più efficace."", ""Resistenza alle Malattie: Aumenta la resistenza delle piante a malattie e funghi."", ""Frutti più Sani: Frutti più nutrienti grazie a un miglior assorbimento dei nutrienti."", ""Ricco di Enzimi: Contiene 2 miliardi di enzimi per grammo per un migliore assorbimento dei nutrienti."", ""Sostenibile: Riduce la necessità di fertilizzanti chimici."", ""Accelera la Crescita: Germinazione più rapida, trapianto più facile e raccolto anticipato.""]"
gid://shopify/Product/15449094160708,"[""Topdressing professionale per un prato lussureggiante e resistente"", ""Miscela di microorganismi attivi, farina di lava, letame di vacca e humus di lombrico"", ""Condizionatore naturale del suolo e attivatore del suolo"", ""Promuove la disponibilità e l'assorbimento dei nutrienti da parte dell'erba"", ""Un suolo sano e resiliente è ricco di vita microbica benefica"", ""Facilita la relazione simbiotica tra erba, funghi e batteri"", ""Migliora la resilienza e la crescita dell'erba"", ""I microorganismi convertono il materiale vegetale e prevengono la formazione di feltro"", ""Applicazione versatile - adatto per prati, campi sportivi, campi da golf, parchi e bordure"", ""Contiene miliardi di microorganismi attivi per un ecosistema del suolo sano""]"
gid://shopify/Product/15449094193476,"[""Miglioratore del Suolo & Concime: Per nutrire, stimolare la vita del suolo e migliorare la struttura del suolo."", ""Fonte Nutrizionale Completa: Spettro completo di minerali e oligoelementi."", ""Ricco di Microbi: Contiene batteri benefici e funghi per un suolo vivo."", ""Stimola la Crescita delle Radici: Promuove piante forti con migliore assorbimento di acqua e nutrienti."", ""Assorbimento Ottimale dei Nutrienti: Assicura che le piante possano assorbire i nutrienti in modo più efficace."", ""Resistenza alle Malattie: Aumenta la resistenza delle piante a malattie e funghi."", ""Frutti più Sani: Frutti più nutrienti grazie a un miglior assorbimento dei nutrienti."", ""Ricco di Enzimi: Contiene 2 miliardi di enzimi per grammo per un migliore assorbimento dei nutrienti."", ""Sostenibile: Riduce la necessità di fertilizzanti chimici."", ""Accelera la Crescita: Germinazione più rapida, trapianto più facile e raccolto anticipato.""]"
gid://shopify/Product/15449094783300,"[""Topdressing professionale per un prato lussureggiante e resistente"", ""Miscela di microorganismi attivi, farina di lava, letame di vacca e humus di lombrico"", ""Condizionatore naturale del suolo e attivatore del suolo"", ""Promuove la disponibilità e l'assorbimento dei nutrienti da parte dell'erba"", ""Un suolo sano e resiliente è ricco di vita microbica benefica"", ""Facilita la relazione simbiotica tra erba, funghi e batteri"", ""Migliora la resilienza e la crescita dell'erba"", ""I microorganismi convertono il materiale vegetale e prevengono la formazione di feltro"", ""Applicazione versatile - adatto per prati, campi sportivi, campi da golf, parchi e bordure"", ""Contiene miliardi di microorganismi attivi per un ecosistema del suolo sano""]"
gid://shopify/Product/15449094816068,"[""Contiene solo semi certificati biologici Skal (NL014725)"", ""Coltivati senza l'uso di pesticidi chimici o fertilizzanti"", ""Include tutti i tipi essenziali di verdure biologiche per l'orto"", ""Godetevi verdure biologiche fresche e gustose direttamente dal vostro giardino"", ""I semi sono testati per qualità e potere germinativo per garantire un raccolto massimo"", ""Verdure facili da coltivare, ideali per giardinieri principianti"", ""Raccolto abbondante garantito con una quantità generosa di semi di 19 tipi essenziali di verdure"", ""Contiene solo semi non OGM (semi non geneticamente modificati)"", ""I semi sono liberi da trattamenti chimici"", ""Preparate pasti deliziosi e salutari con i nostri tipi di verdure attentamente selezionati"", ""Provate la soddisfazione di coltivare le vostre verdure"", ""Una selezione di alta qualità di varietà registrate biologicamente nei Paesi Bassi""]"
gid://shopify/Product/15449095962948,"[""Arricchisci ogni pasto con microgreens freschi e saporiti dalla tua coltivazione"", ""Una collezione attentamente curata di 12 varietà uniche di microgreens (Babyleaf & Microleaf)"", ""Ideale per la coltivazione in giardini o vasi, sia al chiuso che all'aperto"", ""Diversità nel gusto e nella texture: Basilico Limone, Borragine, Senape Red Frills, e altro"", ""Selezione speciale per gli appassionati di tè: Camomilla e Melissa"", ""Aggiungi un tocco gourmet con tipi esclusivi come Ravanello Daikon Rosso e Verdure Giapponesi Tatsoi"", ""I semi sono rigorosamente testati per la qualità e la potenza di germinazione per un raccolto massimo e sano"", ""Facili da coltivare, perfetti sia per giardinieri novizi che esperti"", ""Goditi un raccolto abbondante con una generosa quantità di semi da 12 microgreens essenziali"", ""Garantito non OGM: solo semi non geneticamente modificati"", ""Natura pura: semi liberi da trattamenti chimici"", ""Crea capolavori culinari con questa selezione premium di microgreens"", ""Scopri la gioia e la soddisfazione di coltivare i tuoi superfood"", ""Una collezione esclusiva di varietà di microgreens registrate nei Paesi Bassi""]"
gid://shopify/Product/15449096585540,"[""Scopri una selezione di semi di alta qualità per un raccolto di frutta vario."", ""I nostri semi sono attentamente testati per la qualità e il potere germinativo per risultati ottimali."", ""Una collezione versatile di 13 varietà di frutta, adatte a diverse stagioni e gusti."", ""Goditi deliziosi frutti coltivati in casa nel tuo giardino."", ""Assapora il sapore dolce e succoso della Fragola Selvatica - Yellow Cream, perfetta per dessert e spuntini."", ""Coltiva il Melone Occhi per un trattamento saporito durante le calde giornate estive."", ""Adatto sia per giardinieri novizi che esperti, con tipi di frutta facili da coltivare."", ""Riceverai una quantità generosa di semi per ciascuna delle 13 varietà di frutta, garantendo un raccolto abbondante."", ""Tutti i nostri semi sono Non-GMO, il che significa che non sono geneticamente modificati e privi di trattamenti chimici dannosi."", ""Prepara pasti deliziosi e salutari con i tipi di frutta attentamente selezionati dal nostro pacchetto."", ""Sperimenta la soddisfazione di coltivare deliziosi frutti nel tuo giardino.""]"
gid://shopify/Product/15449096618308,"[""Miglioratore del Suolo & Concime: Per nutrire, stimolare la vita del suolo e migliorare la struttura del suolo."", ""Fonte Nutrizionale Completa: Spettro completo di minerali e oligoelementi."", ""Ricco di Microbi: Contiene batteri benefici e funghi per un suolo vivo."", ""Stimola la Crescita delle Radici: Promuove piante forti con migliore assorbimento di acqua e nutrienti."", ""Assorbimento Ottimale dei Nutrienti: Assicura che le piante possano assorbire i nutrienti in modo più efficace."", ""Resistenza alle Malattie: Aumenta la resistenza delle piante a malattie e funghi."", ""Frutti più Sani: Frutti più nutrienti grazie a un miglior assorbimento dei nutrienti."", ""Ricco di Enzimi: Contiene 2 miliardi di enzimi per grammo per un migliore assorbimento dei nutrienti."", ""Sostenibile: Riduce la necessità di fertilizzanti chimici."", ""Accelera la Crescita: Germinazione più rapida, trapianto più facile e raccolto anticipato.""]"
gid://shopify/Product/15449096683844,"[""Una gamma diversificata di varietà di girasoli per un giardino colorato"", ""Adatto a tutti i giardinieri, dai principianti agli esperti"", ""I semi sono stati testati per la qualità e la potenza di germinazione per massimizzare la fioritura"", ""Contiene solo semi non OGM, liberi da trattamenti chimici"", ""Arricchisce il tuo giardino con girasoli di varie altezze e colori"", ""I semi sono semplici da coltivare e mantenere"", ""Una scelta eccellente per creare un giardino o un bordo vibrante"", ""Contribuisce alla biodiversità attirando api e farfalle"", ""Un regalo ideale per appassionati di giardinaggio e amanti della natura"", ""Confezionato con istruzioni pratiche per ogni varietà""]"
gid://shopify/Product/15449097142596,"[""Fiori colorati e commestibili arricchiscono sia il tuo giardino che i tuoi piatti."", ""Borragine e Calendula aggiungono sapori unici a insalate e zuppe."", ""Viola del Pensiero 'Trimardeau' perfetta per abbellire dessert e bevande."", ""Facili da coltivare, adatti anche per giardinieri principianti."", ""Semi non OGM e privi di sostanze chimiche per un uso culinario sicuro."", ""Istruzioni complete di piantagione e cura incluse."", ""Varietà selezionate ideali per il clima olandese."", ""Attira api e farfalle, benefico per la biodiversità."", ""Adatti alla crescita sia in terreno aperto che in vasi."", ""Una scelta ideale per cuochi creativi e appassionati di giardinaggio.""]"
gid://shopify/Product/15449097404740,"[""Una selezione variegata di fiori da taglio per bouquet colorati"", ""Adatto a giardinieri di tutti i livelli, dal principiante all'esperto"", ""Include Cosmos Cosmea Sea Stars per variazioni di colore giocose e varietà di Zinnia per texture nei bouquet"", ""I semi sono testati per qualità e potenza di germinazione per una fioritura ottimale"", ""Fiori Estivi Tonalità Blu e Mix di Pastelli Stupendi per un ampio spettro di colori"", ""Girasoli Giornate al Sole e Piselli Odorosi Royal Family per una bellezza classica negli arrangiamenti"", ""Fiori Secchi Rustici ed Eleganti ideali per bouquet secchi di lunga durata"", ""Contiene solo semi non OGM, privi di trattamenti chimici"", ""Perfetto per creare arrangiamenti floreali sia freschi che secchi"", ""Ogni tipo offre colori e texture unici per i tuoi bouquet"", ""Contribuisce alla biodiversità attirando api e farfalle"", ""Un regalo ideale per appassionati di giardinaggio e composizioni floreali"", ""Confezionato con istruzioni dettagliate per ogni tipo di fiore""]"
gid://shopify/Product/15449098223940,"[""Un assortimento diversificato di piante da interno per l'ultimo giardino indoor"", ""Goditi la bellezza naturale delle piante da interno direttamente nella tua casa"", ""Semi testati per qualità e potere di germinazione per una crescita ricca"", ""Adatto sia a principianti che a appassionati di piante esperti"", ""Una vasta collezione di 13 diversi tipi di piante da interno"", ""Crea uno spazio interno rilassante e attraente con i nostri tipi di piante accuratamente selezionati"", ""Sperimenta la soddisfazione di coltivare le piante da solo con questa selezione premium di varietà registrate"", ""Migliora la qualità dell'aria interna attraverso la purificazione naturale dell'aria"", ""Ideale per creare un ambiente di lavoro o di apprendimento vivace e stimolante"", ""Alternativa sostenibile ed ecologica alle piante da interno coltivate"", ""Una fonte di bellezza duratura, a differenza dei fiori recisi che appassiscono"", ""Contiene solo semi non geneticamente modificati (Non-OGM), liberi da trattamenti chimici""]"
