GID,short_description
gid://shopify/Product/15449058967876,"[""Améliore la rétention d'eau des sols sablonneux légers"", ""Prévient le lessivage des engrais et augmente leur efficacité"", ""Augmente la capacité de stockage des nutriments dans le sol"", ""Favorise la fertilité du sol grâce à la formation de complexes argilo-humiques stables"", ""Active la vie du sol et améliore l'échange de nutriments entre le sol et la plante"", ""Améliore la maniabilité des sols sablonneux et renforce la cohésion et la structure du sol"", ""Empêche le dessèchement du sol et retient l'humidité plus longtemps, même pendant les étés secs"", ""Réduit le besoin en irrigation et économise l'eau"", ""Diminue l'érosion des sols sablonneux et protège le sol contre l'érosion par la pluie et le vent"", ""Améliore la qualité des cultures et augmente le rendement""]"
gid://shopify/Product/15449060278596,"[""Améliore la rétention d'eau des sols sablonneux légers"", ""Prévient le lessivage des engrais et augmente leur efficacité"", ""Augmente la capacité de stockage des nutriments dans le sol"", ""Favorise la fertilité du sol grâce à la formation de complexes argilo-humiques stables"", ""Active la vie du sol et améliore l'échange de nutriments entre le sol et la plante"", ""Améliore la maniabilité des sols sablonneux et renforce la cohésion et la structure du sol"", ""Empêche le dessèchement du sol et retient l'humidité plus longtemps, même pendant les étés secs"", ""Réduit le besoin en irrigation et économise l'eau"", ""Diminue l'érosion des sols sablonneux et protège le sol contre l'érosion par la pluie et le vent"", ""Améliore la qualité des cultures et augmente le rendement""]"
gid://shopify/Product/15449060933956,"[""Améliore la rétention d'eau des sols sablonneux légers"", ""Prévient le lessivage des engrais et augmente leur efficacité"", ""Augmente la capacité de stockage des nutriments dans le sol"", ""Favorise la fertilité du sol grâce à la formation de complexes argilo-humiques stables"", ""Active la vie du sol et améliore l'échange de nutriments entre le sol et la plante"", ""Améliore la maniabilité des sols sablonneux et renforce la cohésion et la structure du sol"", ""Empêche le dessèchement du sol et retient l'humidité plus longtemps, même pendant les étés secs"", ""Réduit le besoin en irrigation et économise l'eau"", ""Diminue l'érosion des sols sablonneux et protège le sol contre l'érosion par la pluie et le vent"", ""Améliore la qualité des cultures et augmente le rendement""]"
gid://shopify/Product/15449061687620,"[""Améliore la rétention d'eau des sols sablonneux légers"", ""Prévient le lessivage des engrais et augmente leur efficacité"", ""Augmente la capacité de stockage des nutriments dans le sol"", ""Favorise la fertilité du sol grâce à la formation de complexes argilo-humiques stables"", ""Active la vie du sol et améliore l'échange de nutriments entre le sol et la plante"", ""Améliore la maniabilité des sols sablonneux et renforce la cohésion et la structure du sol"", ""Empêche le dessèchement du sol et retient l'humidité plus longtemps, même pendant les étés secs"", ""Réduit le besoin en irrigation et économise l'eau"", ""Diminue l'érosion des sols sablonneux et protège le sol contre l'érosion par la pluie et le vent"", ""Améliore la qualité des cultures et augmente le rendement""]"
gid://shopify/Product/15449062768964,"[""Le gazon sport et jeux, une pelouse ultra résistante."", ""Spécialement pour l'ensemencement de gazons de jeux et terrains sportifs"", ""Germination extrêmement rapide grâce à une grande vigueur germinative"", ""Tapis de gazon particulièrement solide capable de résister aux chocs"", ""Rapidement, un tapis de gazon dense se forme et comble rapidement les zones dégarnies lors de la réparation"", ""Résistant à une piétinement intensif et aux situations de stress"", ""Également utilisable pour la réparation et le ressemis du gazon"", ""Croissance belle et régulière pour un gazon bien fourni"", ""Système racinaire fort et profond : moins sensible à la sécheresse""]"
gid://shopify/Product/15449063588164,"[""Le gazon sport et jeux, une pelouse ultra résistante."", ""Spécialement pour l'ensemencement de gazons de jeux et terrains sportifs"", ""Germination extrêmement rapide grâce à une grande vigueur germinative"", ""Tapis de gazon particulièrement solide capable de résister aux chocs"", ""Rapidement, un tapis de gazon dense se forme et comble rapidement les zones dégarnies lors de la réparation"", ""Résistant à une piétinement intensif et aux situations de stress"", ""Également utilisable pour la réparation et le ressemis du gazon"", ""Croissance belle et régulière pour un gazon bien fourni"", ""Système racinaire fort et profond : moins sensible à la sécheresse""]"
gid://shopify/Product/15449063883076,"[""Le gazon sport et jeux, une pelouse ultra résistante."", ""Spécialement pour l'ensemencement de gazons de jeux et terrains sportifs"", ""Germination extrêmement rapide grâce à une grande vigueur germinative"", ""Tapis de gazon particulièrement solide capable de résister aux chocs"", ""Rapidement, un tapis de gazon dense se forme et comble rapidement les zones dégarnies lors de la réparation"", ""Résistant à une piétinement intensif et aux situations de stress"", ""Également utilisable pour la réparation et le ressemis du gazon"", ""Croissance belle et régulière pour un gazon bien fourni"", ""Système racinaire fort et profond : moins sensible à la sécheresse""]"
gid://shopify/Product/15449064571204,"[""Haute tolérance à l'ombre et à la sécheresse"", ""Idéal pour la création ou la rénovation d'un gazon situé à l'ombre"", ""Gazon très fin (comparable aux pelouses anglaises et aux mélanges de gazon en plaques)"", ""Entretien gérable avec un caractère quelque peu extensif"", ""S'intègre parfaitement aux pelouses (en plaques) existantes"", ""Valeur ornementale extrêmement élevée due aux graminées à feuilles fines"", ""Très grande capacité d'adaptation et de réussite, utilisable sur tous types de sols et dans toutes les situations"", ""Également adapté pour la rénovation/le sursemis de gazons d'ornement"", ""Mélange de semences de gazon professionnellement certifié par la NAK"", ""Compatible avec le mulching et les robots de tonte"", ""Germination et établissement rapides""]"
gid://shopify/Product/15449065685316,"[""Haute tolérance à l'ombre et à la sécheresse"", ""Idéal pour la création ou la rénovation d'un gazon situé à l'ombre"", ""Gazon très fin (comparable aux pelouses anglaises et aux mélanges de gazon en plaques)"", ""Entretien gérable avec un caractère quelque peu extensif"", ""S'intègre parfaitement aux pelouses (en plaques) existantes"", ""Valeur ornementale extrêmement élevée due aux graminées à feuilles fines"", ""Très grande capacité d'adaptation et de réussite, utilisable sur tous types de sols et dans toutes les situations"", ""Également adapté pour la rénovation/le sursemis de gazons d'ornement"", ""Mélange de semences de gazon professionnellement certifié par la NAK"", ""Compatible avec le mulching et les robots de tonte"", ""Germination et établissement rapides""]"
gid://shopify/Product/15449066111300,"[""Extrêmement efficace contre tous les insectes phytophages et piqueurs-suceurs"", ""Grâce à la forme en capsule, il est facile à placer près des racines de la plante"", ""Les capsules encouragent la plante à développer un système de défense naturel"", ""Largement applicable à tout type de plantes et de cultures"", ""Renforce la plante face aux influences extérieures"", ""Sûr pour l'homme, l'animal et l'environnement ; 100% naturel et d'origine végétale"", ""Stimule la croissance, la vitalité et la résilience de la plante"", ""Utilisable pour les plantes en pot, les plantes d'intérieur, le jardin, la serre, la terrasse et le balcon.""]"
gid://shopify/Product/15449066996036,"[""Haute tolérance à l'ombre et à la sécheresse"", ""Idéal pour la création ou la rénovation d'un gazon situé à l'ombre"", ""Gazon très fin (comparable aux pelouses anglaises et aux mélanges de gazon en plaques)"", ""Entretien gérable avec un caractère quelque peu extensif"", ""S'intègre parfaitement aux pelouses (en plaques) existantes"", ""Valeur ornementale extrêmement élevée due aux graminées à feuilles fines"", ""Très grande capacité d'adaptation et de réussite, utilisable sur tous types de sols et dans toutes les situations"", ""Également adapté pour la rénovation/le sursemis de gazons d'ornement"", ""Mélange de semences de gazon professionnellement certifié par la NAK"", ""Compatible avec le mulching et les robots de tonte"", ""Germination et établissement rapides""]"
gid://shopify/Product/15449067061572,"[""Extrêmement efficace contre les maladies foliaires"", ""Facile à appliquer aux racines de la plante grâce à sa forme en capsule"", ""Efficace contre l'oïdium, la rouille, la septoriose, la tache noire"", ""Agit également sur les champignons nuisibles du gazon"", ""Les plantes développent un système de défense naturel"", ""Renforce les plantes face aux influences extérieures"", ""Utilisable à la fois en prévention et en traitement curatif"", ""Sûr pour les humains, les animaux et l'environnement"", ""Stimule la croissance, la vitalité et la résilience de la plante"", ""100% Naturel et végétal""]"
gid://shopify/Product/15449067553092,"[""Extrêmement efficace contre les maladies foliaires"", ""Facile à appliquer aux racines de la plante grâce à sa forme en capsule"", ""Efficace contre l'oïdium, la rouille, la septoriose, la tache noire"", ""Agit également sur les champignons nuisibles du gazon"", ""Les plantes développent un système de défense naturel"", ""Renforce les plantes face aux influences extérieures"", ""Utilisable à la fois en prévention et en traitement curatif"", ""Sûr pour les humains, les animaux et l'environnement"", ""Stimule la croissance, la vitalité et la résilience de la plante"", ""100% Naturel et végétal""]"
gid://shopify/Product/15449067651396,"[""Mélange de semences d'herbe spécialement conçu pour les chevaux"", ""Également très approprié pour les moutons, les chèvres et le petit bétail de loisir"", ""Composition nutritive et savoureuse"", ""Adapté pour le pâturage, la fauche, l'ensilage et le foin"", ""Pour une herbe riche en structure et faible en fructane pour une bonne santé"", ""Offre un tapis d'herbe très résistant, apte à supporter le piétinement"", ""Point de croissance très bas pour une repousse rapide malgré un pâturage court"", ""Résistant aux conditions de piétinement intensif et aux situations de stress"", ""Adapté aux sols difficiles et aux conditions extensives"", ""Mélange de semences d'herbe de haute qualité avec une grande vigueur germinative""]"
gid://shopify/Product/15449067749700,"[""Extrêmement efficace contre les maladies foliaires"", ""Facile à appliquer aux racines de la plante grâce à sa forme en capsule"", ""Efficace contre l'oïdium, la rouille, la septoriose, la tache noire"", ""Agit également sur les champignons nuisibles du gazon"", ""Les plantes développent un système de défense naturel"", ""Renforce les plantes face aux influences extérieures"", ""Utilisable à la fois en prévention et en traitement curatif"", ""Sûr pour les humains, les animaux et l'environnement"", ""Stimule la croissance, la vitalité et la résilience de la plante"", ""100% Naturel et végétal""]"
gid://shopify/Product/15449067913540,"[""Mélange de micro-organismes actifs, de farine de lave, de fumier de vache et de lombricompost"", ""Améliorateur de sol et activateur de sol naturels"", ""Facilite l'absorption des nutriments par les plantes"", ""Stimule la résistance et le développement des plantes"", ""Universellement applicable - pelouse, jardin d'agrément, parterre, potager, rosiers, plantes en pot, verger."", ""Contient des milliards de micro-organismes actifs pour une vie du sol saine""]"
gid://shopify/Product/15449068077380,"[""Mélange de micro-organismes actifs, de farine de lave, de fumier de vache et de lombricompost"", ""Améliorateur de sol et activateur de sol naturels"", ""Facilite l'absorption des nutriments par les plantes"", ""Stimule la résistance et le développement des plantes"", ""Universellement applicable - pelouse, jardin d'agrément, parterre, potager, rosiers, plantes en pot, verger."", ""Contient des milliards de micro-organismes actifs pour une vie du sol saine""]"
gid://shopify/Product/15449068273988,"[""Le mélange optimal pour la restauration et la régénération du gazon"", ""Combinaison de semences de gazon, d'engrais pour gazon et d'amendement organique du sol"", ""Les semences de gazon comblent rapidement les trous après le scarifiage"", ""L'engrais organique fournit les nutriments pour une croissance rapide des racines et un gazon dense"", ""L'amendement du sol régule l'hydratation et revitalise le sol"", ""Prévient les mauvaises herbes, la mousse et les zones dégarnies"", ""Offre une pelouse verte et dense en moins d'un mois"", ""Mélange professionnel pour scarification, pour un gazon robuste et complet""]"
gid://shopify/Product/15449069027652,"[""Le mélange optimal pour la restauration et la régénération du gazon"", ""Combinaison de semences de gazon, d'engrais pour gazon et d'amendement organique du sol"", ""Les semences de gazon comblent rapidement les trous après le scarifiage"", ""L'engrais organique fournit les nutriments pour une croissance rapide des racines et un gazon dense"", ""L'amendement du sol régule l'hydratation et revitalise le sol"", ""Prévient les mauvaises herbes, la mousse et les zones dégarnies"", ""Offre une pelouse verte et dense en moins d'un mois"", ""Mélange professionnel pour scarification, pour un gazon robuste et complet""]"
gid://shopify/Product/15449069060420,"[""Le mélange optimal pour la restauration et la régénération du gazon"", ""Combinaison de semences de gazon, d'engrais pour gazon et d'amendement organique du sol"", ""Les semences de gazon comblent rapidement les trous après le scarifiage"", ""L'engrais organique fournit les nutriments pour une croissance rapide des racines et un gazon dense"", ""L'amendement du sol régule l'hydratation et revitalise le sol"", ""Prévient les mauvaises herbes, la mousse et les zones dégarnies"", ""Offre une pelouse verte et dense en moins d'un mois"", ""Mélange professionnel pour scarification, pour un gazon robuste et complet""]"
gid://shopify/Product/15449069945156,"[""Engrais liquide organo-minéral composé NPK 4,5-1-6"", ""Pour des résultats optimaux sur les plantes d'intérieur et les plantes en pot, ainsi que dans les potagers et les jardins d'ornement."", ""Largement utilisé dans la culture biologique de légumes, de fruits et d'herbes"", ""Offre des plantes plus belles, des couleurs plus profondes et plus de fleurs"", ""Profitez de fruits plus nombreux et plus savoureux"", ""Influence positive sur la formation de fruits, de tubercules et de bulbes"", ""Améliore la qualité telle que le goût, la couleur, l'odeur et la durabilité"", ""Soutient la résilience de la plante et du sol"", ""A un effet bénéfique et revitalisant sur le sol"", ""Engrais foliaire utilisable si le développement des racines n'est pas encore optimal"", ""Engrais liquide All-In-One enrichi de fortifiants pour plantes""]"
gid://shopify/Product/15449071026500,"[""Engrais liquide organo-minéral composé NPK 4,5-1-6"", ""Pour des résultats optimaux sur les plantes d'intérieur et les plantes en pot, ainsi que dans les potagers et les jardins d'ornement."", ""Largement utilisé dans la culture biologique de légumes, de fruits et d'herbes"", ""Offre des plantes plus belles, des couleurs plus profondes et plus de fleurs"", ""Profitez de fruits plus nombreux et plus savoureux"", ""Influence positive sur la formation de fruits, de tubercules et de bulbes"", ""Améliore la qualité telle que le goût, la couleur, l'odeur et la durabilité"", ""Soutient la résilience de la plante et du sol"", ""A un effet bénéfique et revitalisant sur le sol"", ""Engrais foliaire utilisable si le développement des racines n'est pas encore optimal"", ""Engrais liquide All-In-One enrichi de fortifiants pour plantes""]"
gid://shopify/Product/15449071288644,"[""Engrais liquide organo-minéral composé NPK 4,5-1-6"", ""Pour des résultats optimaux sur les plantes d'intérieur et les plantes en pot, ainsi que dans les potagers et les jardins d'ornement."", ""Largement utilisé dans la culture biologique de légumes, de fruits et d'herbes"", ""Offre des plantes plus belles, des couleurs plus profondes et plus de fleurs"", ""Profitez de fruits plus nombreux et plus savoureux"", ""Influence positive sur la formation de fruits, de tubercules et de bulbes"", ""Améliore la qualité telle que le goût, la couleur, l'odeur et la durabilité"", ""Soutient la résilience de la plante et du sol"", ""A un effet bénéfique et revitalisant sur le sol"", ""Engrais foliaire utilisable si le développement des racines n'est pas encore optimal"", ""Engrais liquide All-In-One enrichi de fortifiants pour plantes""]"
gid://shopify/Product/15449071321412,"[""Engrais professionnel à base de sulfate de fer, spécialement formulé pour les pelouses envahies par la mousse"", ""La mousse meurt en quelques jours, tandis que le gazon devient visiblement plus vigoureux"", ""Le fer est essentiel à la production de chlorophylle et au développement sain du feuillage"", ""Forme granulée pour une application facile et précise"", ""Formule à action rapide offrant des résultats immédiats et visibles"", ""Idéal pour les pelouses ombragées sujettes au développement de mousse"", ""Peut être utilisé pour corriger les carences en fer des plantes du jardin"", ""Prévient la moisissure des neiges et favorise la récupération du gazon"", ""Favorise une pelouse dense, épaisse et en pleine santé""]"
gid://shopify/Product/15449071386948,"[""Engrais professionnel à base de sulfate de fer, spécialement formulé pour les pelouses envahies par la mousse"", ""La mousse meurt en quelques jours, tandis que le gazon devient visiblement plus vigoureux"", ""Le fer est essentiel à la production de chlorophylle et au développement sain du feuillage"", ""Forme granulée pour une application facile et précise"", ""Formule à action rapide offrant des résultats immédiats et visibles"", ""Idéal pour les pelouses ombragées sujettes au développement de mousse"", ""Peut être utilisé pour corriger les carences en fer des plantes du jardin"", ""Prévient la moisissure des neiges et favorise la récupération du gazon"", ""Favorise une pelouse dense, épaisse et en pleine santé""]"
gid://shopify/Product/15449072435524,"[""Extrêmement efficace contre tous les insectes phytophages et piqueurs-suceurs"", ""Grâce à la forme en capsule, il est facile à placer près des racines de la plante"", ""Les capsules encouragent la plante à développer un système de défense naturel"", ""Largement applicable à tout type de plantes et de cultures"", ""Renforce la plante face aux influences extérieures"", ""Sûr pour l'homme, l'animal et l'environnement ; 100% naturel et d'origine végétale"", ""Stimule la croissance, la vitalité et la résilience de la plante"", ""Utilisable pour les plantes en pot, les plantes d'intérieur, le jardin, la serre, la terrasse et le balcon.""]"
gid://shopify/Product/15449073844548,"[""Mélange d'herbes spécialement conçu pour les prairies équines"", ""Favorise une flore intestinale saine et une digestion optimale"", ""Augmente la vitalité et la résistance pour de meilleures performances"", ""Améliore la saveur de la prairie et des fourrages"", ""Facile à mélanger avec les semences de gazon (15 kg de semences pour 250 grammes de mélange d'herbes)"", ""Contient des herbes qui soutiennent la santé de manière naturelle"", ""Convient à toutes les races de chevaux et de poneys.""]"
gid://shopify/Product/15449073910084,"[""Mélange de micro-organismes actifs, de farine de lave, de fumier de vache et de lombricompost"", ""Améliorateur de sol et activateur de sol naturels"", ""Facilite l'absorption des nutriments par les plantes"", ""Stimule la résistance et le développement des plantes"", ""Universellement applicable - pelouse, jardin d'agrément, parterre, potager, rosiers, plantes en pot, verger."", ""Contient des milliards de micro-organismes actifs pour une vie du sol saine""]"
gid://shopify/Product/15449074565444,"[""Engrais liquide organique d'origine végétale"", ""Engrais NK de haute qualité 4.5 + 8"", ""Produit premium - qualité stable"", ""Peut également être utilisé comme engrais foliaire à action rapide"", ""Haute teneur en acides aminés, substances vitales et composés sucrés"", ""Dosage standard 10 ml/litre""]"
gid://shopify/Product/15449076138308,"[""Engrais professionnel à base de sulfate de fer, spécialement formulé pour les pelouses envahies par la mousse"", ""La mousse meurt en quelques jours, tandis que le gazon devient visiblement plus vigoureux"", ""Le fer est essentiel à la production de chlorophylle et au développement sain du feuillage"", ""Forme granulée pour une application facile et précise"", ""Formule à action rapide offrant des résultats immédiats et visibles"", ""Idéal pour les pelouses ombragées sujettes au développement de mousse"", ""Peut être utilisé pour corriger les carences en fer des plantes du jardin"", ""Prévient la moisissure des neiges et favorise la récupération du gazon"", ""Favorise une pelouse dense, épaisse et en pleine santé""]"
gid://shopify/Product/15449077809476,"[""Contient 62 différentes espèces de graines de fleurs sauvages indigènes"", ""Augmente la biodiversité et favorise la survie de diverses espèces animales et d'insectes"", ""Améliore la qualité du sol en ajoutant de la matière organique et en libérant des nutriments"", ""Offre une floraison stupéfiante avec un large éventail de couleurs et de parfums"", ""Attire un grand nombre de papillons et d'abeilles, créant un écosystème très fréquenté"", ""Écologique, avec uniquement des espèces indigènes"", ""Facile à entretenir et offre une magnifique floraison avec un effort minimal.""]"
gid://shopify/Product/15449078497604,"[""40 différentes sortes de fleurs pour attirer divers types de papillons et d'abeilles"", ""Profitez de la richesse du spectre des couleurs et du parfum envoûtant des fleurs"", ""La pollinisation par les insectes est indispensable pour plus de 75% de nos cultures alimentaires"", ""Attire un grand nombre de papillons et d'abeilles, créant ainsi un écosystème très fréquenté"", ""Écologique, composé exclusivement d'espèces indigènes"", ""Facile d'entretien, jouissez sans soucis de magnifiques fleurs"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Contribue à la survie des insectes grâce à la richesse en pollen et en nectar.""]"
gid://shopify/Product/15449078628676,"[""40 différentes sortes de fleurs pour attirer divers types de papillons et d'abeilles"", ""Profitez de la richesse du spectre des couleurs et du parfum envoûtant des fleurs"", ""La pollinisation par les insectes est indispensable pour plus de 75% de nos cultures alimentaires"", ""Attire un grand nombre de papillons et d'abeilles, créant ainsi un écosystème très fréquenté"", ""Écologique, composé exclusivement d'espèces indigènes"", ""Facile d'entretien, jouissez sans soucis de magnifiques fleurs"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Contribue à la survie des insectes grâce à la richesse en pollen et en nectar.""]"
gid://shopify/Product/15449078989124,"[""Contient 62 différentes espèces de graines de fleurs sauvages indigènes"", ""Augmente la biodiversité et favorise la survie de diverses espèces animales et d'insectes"", ""Améliore la qualité du sol en ajoutant de la matière organique et en libérant des nutriments"", ""Offre une floraison stupéfiante avec un large éventail de couleurs et de parfums"", ""Attire un grand nombre de papillons et d'abeilles, créant un écosystème très fréquenté"", ""Écologique, avec uniquement des espèces indigènes"", ""Facile à entretenir et offre une magnifique floraison avec un effort minimal.""]"
gid://shopify/Product/15449079120196,"[""Contient 62 différentes espèces de graines de fleurs sauvages indigènes"", ""Augmente la biodiversité et favorise la survie de diverses espèces animales et d'insectes"", ""Améliore la qualité du sol en ajoutant de la matière organique et en libérant des nutriments"", ""Offre une floraison stupéfiante avec un large éventail de couleurs et de parfums"", ""Attire un grand nombre de papillons et d'abeilles, créant un écosystème très fréquenté"", ""Écologique, avec uniquement des espèces indigènes"", ""Facile à entretenir et offre une magnifique floraison avec un effort minimal.""]"
gid://shopify/Product/15449079185732,"[""32 différentes variétés de fleurs coupées pour la plus belle floraison"", ""Profitez de la riche palette de couleurs et du parfum enivrant des fleurs"", ""Cueillez votre propre bouquet à partir de votre jardin pour l'intérieur"", ""Composé de variétés annuelles, facile à semer et à entretenir"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Enrichit votre maison et votre vie avec la beauté naturelle des fleurs"", ""Écologique, composé uniquement de variétés indigènes"", ""Laissez libre cours à votre créativité avec un nombre incalculable de compositions florales"", ""L'alternative durable et personnelle aux fleurs achetées"", ""Sélection minutieuse des plus belles variétés pour une expérience florale optimale.""]"
gid://shopify/Product/15449079316804,"[""32 différentes variétés de fleurs coupées pour la plus belle floraison"", ""Profitez de la riche palette de couleurs et du parfum enivrant des fleurs"", ""Cueillez votre propre bouquet à partir de votre jardin pour l'intérieur"", ""Composé de variétés annuelles, facile à semer et à entretenir"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Enrichit votre maison et votre vie avec la beauté naturelle des fleurs"", ""Écologique, composé uniquement de variétés indigènes"", ""Laissez libre cours à votre créativité avec un nombre incalculable de compositions florales"", ""L'alternative durable et personnelle aux fleurs achetées"", ""Sélection minutieuse des plus belles variétés pour une expérience florale optimale.""]"
gid://shopify/Product/15449079415108,"[""32 différentes variétés de fleurs coupées pour la plus belle floraison"", ""Profitez de la riche palette de couleurs et du parfum enivrant des fleurs"", ""Cueillez votre propre bouquet à partir de votre jardin pour l'intérieur"", ""Composé de variétés annuelles, facile à semer et à entretenir"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Enrichit votre maison et votre vie avec la beauté naturelle des fleurs"", ""Écologique, composé uniquement de variétés indigènes"", ""Laissez libre cours à votre créativité avec un nombre incalculable de compositions florales"", ""L'alternative durable et personnelle aux fleurs achetées"", ""Sélection minutieuse des plus belles variétés pour une expérience florale optimale.""]"
gid://shopify/Product/15449079644484,"[""40 différentes sortes de fleurs pour attirer divers types de papillons et d'abeilles"", ""Profitez de la richesse du spectre des couleurs et du parfum envoûtant des fleurs"", ""La pollinisation par les insectes est indispensable pour plus de 75% de nos cultures alimentaires"", ""Attire un grand nombre de papillons et d'abeilles, créant ainsi un écosystème très fréquenté"", ""Écologique, composé exclusivement d'espèces indigènes"", ""Facile d'entretien, jouissez sans soucis de magnifiques fleurs"", ""Augmente la biodiversité dans chaque jardin, parc ou champ"", ""Contribue à la survie des insectes grâce à la richesse en pollen et en nectar.""]"
gid://shopify/Product/15449080201540,"[""Fournit une alimentation continue aux plantes de bassin toute l'année"", ""Engrais complet avec à la fois des nutriments et de la microbiologie"", ""Évite le surdosage et le sous-dosage d'éléments nutritifs"", ""Des plantes de bassin saines empêchent la prolifération des algues dans l'eau"", ""Des plantes de bassin résistantes sont moins susceptibles aux maladies et aux nuisibles"", ""Les plantes de bassin sont essentielles pour une qualité d'eau élevée"", ""Les balles nutritives descendent directement vers les racines des plantes"", ""Les balles nutritives EM sont adaptées à tous les types de plantes de bassin"", ""La fertilisation des plantes de bassin n'a jamais été aussi simple"", ""Assure un bassin magnifique et sain tout au long de l'année""]"
gid://shopify/Product/15449080267076,"[""Engrais 100 % organique, hautement absorbable et à action rapide"", ""NPK 4-3-3, naturellement riche en azote, phosphate et potasse"", ""Riche en minéraux et oligo-éléments, magnésium, calcium, acides humiques et fulviques"", ""Améliore la structure et la fertilité du sol"", ""Produit à partir de 100 % de fumier de poulet pur provenant de fermes néerlandaises et allemandes"", ""Exempt de pathogènes ; sans pathogènes, champignons indésirables ou bactéries"", ""Flux constant de nutriments grâce à des pellets à libération lente > 120 jours"", ""Lixiviation minimale des éléments minéraux grâce à une teneur élevée en azote organique"", ""Contient tous les nutriments importants et environ 65 % de matière organique"", ""Grain bien soluble et sans poussière avec un excellent motif de dispersion"", ""Engrais et activateur de sol tout usage parfait"", ""Assure des plantes saines, robustes et des rendements accrus""]"
gid://shopify/Product/15449080430916,"[""Fournit une alimentation continue aux plantes de bassin toute l'année"", ""Engrais complet avec à la fois des nutriments et de la microbiologie"", ""Évite le surdosage et le sous-dosage d'éléments nutritifs"", ""Des plantes de bassin saines empêchent la prolifération des algues dans l'eau"", ""Des plantes de bassin résistantes sont moins susceptibles aux maladies et aux nuisibles"", ""Les plantes de bassin sont essentielles pour une qualité d'eau élevée"", ""Les balles nutritives descendent directement vers les racines des plantes"", ""Les balles nutritives EM sont adaptées à tous les types de plantes de bassin"", ""La fertilisation des plantes de bassin n'a jamais été aussi simple"", ""Assure un bassin magnifique et sain tout au long de l'année""]"
gid://shopify/Product/15449080856900,"[""100% pure Lithothamnium Calcareum (algues rouges)"", ""Absorption rapide et élevée de calcium et de magnésium disponibles pour les plantes"", ""Double action : correction du pH et source d'éléments nutritifs"", ""Structure très fine adaptée aux applications par nébulisation, notamment contre la pyrale du buis – Processionnaire du chêne"", ""Les éléments nutritifs restent disponibles, même à un pH du sol élevé >8"", ""Stimule la croissance grâce au calcium et au magnésium assimilables par les plantes"", ""Structure en nid d'abeille unique avec une très grande surface réactive"", ""Produit naturel végétal durable provenant de l'océan Atlantique"", ""Autorisé pour les cultures biologiques et utilisable toute l'année"", ""Adapté pour l'intérieur et l'extérieur, le substrat et le terreau"", ""Corrige très efficacement et rapidement le pH du sol"", ""Augmente les rendements et la qualité"", ""Alimentation énergétique indirecte grâce à une photosynthèse et une fertilité du sol optimales"", ""Carbonate de calcium hautement réactif pour une action rapide"", ""Effet fortifiant pour les plantes pour une défense saine.""]"
gid://shopify/Product/15449081020740,"[""Granulé sans poussière, idéal pour une large dispersion"", ""100% pur Lithothamnium calcareum (algues rouges)"", ""Absorption rapide et élevée de calcium et de magnésium disponibles pour les plantes"", ""Double action : correction du pH et source d'éléments nutritifs"", ""Les nutriments restent disponibles, même à un pH du sol élevé >8"", ""Stimule la croissance grâce au calcium et au magnésium assimilables par les plantes"", ""Structure unique en nid d'abeille avec une très grande surface réactive"", ""Produit naturel végétal durable provenant de l'océan Atlantique"", ""Autorisé pour les cultures biologiques et utilisable toute l'année"", ""Corrige très efficacement et rapidement le pH du sol"", ""Indispensable pour la nutrition des plantes, la fertilisation, le renforcement, la stimulation et l'augmentation des rendements et de la qualité"", ""Alimentation énergétique indirecte grâce à une photosynthèse optimale et une fertilité du sol"", ""Carbonate de calcium réactif très élevé pour une action rapide""]"
gid://shopify/Product/15449082528068,"[""100% pur et naturel, diatomée terre de couleur blanche"", ""Adapté pour une utilisation à la fois intérieure et extérieure"", ""Fonctionne sur une base mécanique sans l'application de produits chimiques nocifs"", ""Aide à prévenir les dommages indésirables causés par les insectes"", ""Amélioration de la structure du sol ainsi que des oligo-éléments et des nutriments"", ""Contribue à la réduction des bactéries nuisibles et des agents pathogènes"", ""Sûr pour les humains, les animaux et l'environnement, et ne contient pas de produits chimiques nocifs ou toxiques"", ""Facile et efficace à utiliser"", ""Un produit polyvalent qui offre une alternative naturelle aux pesticides chimiques""]"
gid://shopify/Product/15449082560836,"[""100% pur et naturel, diatomée terre de couleur blanche"", ""Adapté pour une utilisation à la fois intérieure et extérieure"", ""Fonctionne sur une base mécanique sans l'application de produits chimiques nocifs"", ""Aide à prévenir les dommages indésirables causés par les insectes"", ""Amélioration de la structure du sol ainsi que des oligo-éléments et des nutriments"", ""Contribue à la réduction des bactéries nuisibles et des agents pathogènes"", ""Sûr pour les humains, les animaux et l'environnement, et ne contient pas de produits chimiques nocifs ou toxiques"", ""Facile et efficace à utiliser"", ""Un produit polyvalent qui offre une alternative naturelle aux pesticides chimiques""]"
